case_id,query,intent_expected,action_expected,domain,test_type,context,group_id,difficulty,design_logic,tags,meta,type,expected_intent,step
,驾驶模式在哪里调整,,,,SYN,,,,将'切换'转化为'调整'，并添加'在哪里'位置引导,[],,SYN,用车_FAQ,
,倒车时影像模糊怎么处理,,,,SYN,,,,添加'倒车时'时间状语，强化场景关联性,[],,SYN,用车_FAQ,
,手机无线充电位置找不到,,,,SYN,,,,用'找不到'替代'在哪'，突出用户焦虑心理,[],,SYN,用车_FAQ,
,播放周傑倫的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周傑倫的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,呃…播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周杰伦的歌，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,嗯…播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,那个啥…播放周杰伦的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音樂,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚⾳乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,嗯…来点摇滚音乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐，然后,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐呀,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来点摇滚音乐哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到·轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到·轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问一下…切到轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到轻松风格，劳驾,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到轻松风格哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问…切到轻松风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的·歌曲,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊·杰的歌曲,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲，就是,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲呗,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放首林俊杰的歌曲啦,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,有没有流行⾳乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,有没有流行音玥可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,麻烦你…有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问一下…有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,嗯…有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,拜托…有没有流行音乐可以听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,换个悲伤·点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,换个·悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,呃…换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,麻烦你…换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,那个啥…换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,诶…换个悲伤点的风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡·依林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依·林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首，劳驾,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首，就是,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,蔡依林的歌来一首嘛,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问…蔡依林的歌来一首,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音玥听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音玥听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听，呃,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,麻烦你…搞点电子音乐听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听呗,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,搞点电子音乐听听呗,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作·专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工·作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,诶…切换到工作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作专注模式，就是,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切换到工作专注模式哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,拜托…切换到工作专注模式,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威·夫特,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰·勒·斯威夫特,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特，麻烦你,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特，诶,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放泰勒·斯威夫特哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古·典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来·些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古典乐，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,劳驾…来些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问…来些古典乐,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来些古典乐啦,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适·合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点·适合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,麻烦你…放点适合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的呗,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,放点适合开车听的啦,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980·年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代·风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,然后…切到1980年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代风格，嗯,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,那个啥…切到1980年代风格,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,切到1980年代风格哈,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,周傑倫的给我播,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,周傑倫的给我播,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,就是…周杰伦的给我播,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,然后…周杰伦的给我播,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,周杰伦的给我播,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,周杰伦的给我播,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,就是…周杰伦的给我播,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,拜托…周杰伦的给我播,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来首嗨·的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来首·嗨的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,请问一下…来首嗨的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,呃…来首嗨的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来首嗨的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来首嗨的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,就是…来首嗨的歌,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,来首嗨的歌嘛,,,,NOISE,,,,,['NOISE'],,,播放_音乐,
,播放周杰伦的歌,,,,CTX,,g1,,,['CTX_CONTINUATION'],,,播放_音乐,1.0
,换成五月天的,,,,CTX,,g1,,,['CTX_CONTINUATION'],,,播放_音乐,2.0
,我想去银行,,,,CTX,,g1,,,['DISAMBIG'],,,播放_音乐,3.0
,来点摇滚音乐,,,,CTX,,g2,,,['CTX_CONTINUATION'],,,播放_音乐,1.0
,换成五月天的,,,,CTX,,g2,,,['CTX_CONTINUATION'],,,播放_音乐,2.0
,我想去银行,,,,CTX,,g2,,,['DISAMBIG'],,,播放_音乐,3.0
,切到轻松风格,,,,CTX,,g3,,,['CTX_CONTINUATION'],,,播放_音乐,1.0
,换成五月天的,,,,CTX,,g3,,,['CTX_CONTINUATION'],,,播放_音乐,2.0
,我想去银行,,,,CTX,,g3,,,['DISAMBIG'],,,播放_音乐,3.0
,放首林俊杰的歌曲,,,,CTX,,g4,,,['CTX_CONTINUATION'],,,播放_音乐,1.0
,换成五月天的,,,,CTX,,g4,,,['CTX_CONTINUATION'],,,播放_音乐,2.0
,我想去银行,,,,CTX,,g4,,,['DISAMBIG'],,,播放_音乐,3.0
,有没有流行音乐可以听,,,,CTX,,g5,,,['CTX_CONTINUATION'],,,播放_音乐,1.0
,换成五月天的,,,,CTX,,g5,,,['CTX_CONTINUATION'],,,播放_音乐,2.0
,我想去银行,,,,CTX,,g5,,,['DISAMBIG'],,,播放_音乐,3.0
,带我去上海·东方明珠,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带·我去上海东方明珠,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去上海东方明珠，麻烦你,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,然后…带我去上海东方明珠,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去上海东方明珠,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去上海东方明珠,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去上海东方明珠咯,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,诶…带我去上海东方明珠,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去北京的·天安门广场,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去北·京的天安门广场,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,劳驾…去北京的天安门广场,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,呃…去北京的天安门广场,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去北京的天安门广场,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去北京的天安门广场,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,就是…去北京的天安门广场,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,嗯…去北京的天安门广场,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,到航到西湖景区,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,到航到西湖景区,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,拜托啦…导航到西湖景区,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导航到西湖景区，就是,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导航到西湖景区,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导航到西湖景区,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导航到西湖景区呗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导航到西湖景区呗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去深·圳世界之窗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去深圳世界之·窗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,然后…带我去深圳世界之窗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去深圳世界之窗，然后,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去深圳世界之窗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去深圳世界之窗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去深圳世界之窗呗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去深圳世界之窗咯,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去·成都的宽窄巷子,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去·成都的宽窄巷子,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,劳驾…去成都的宽窄巷子,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去成都的宽窄巷子，呃,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去成都的宽窄巷子,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去成都的宽窄巷子,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去成都的宽窄巷子咯,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去成都的宽窄巷子哈,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我要去广州·塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我要去广·州塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我要去广州塔，请问一下,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我要去广州塔，诶,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我要去广州塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我要去广州塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我要去广州塔咯,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我要去广州塔呀,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能·帮我导到故宫吗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能帮·我导到故宫吗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能帮我导到故宫吗，请问一下,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能帮我导到故宫吗，那个啥,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能帮我导到故宫吗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能帮我导到故宫吗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,那个啥…能帮我导到故宫吗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,那个啥…能帮我导到故宫吗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,开车去南京夫·子庙,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,开·车去南京夫子庙,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,请问一下…开车去南京夫子庙,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,然后…开车去南京夫子庙,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,开车去南京夫子庙,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,开车去南京夫子庙,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,开车去南京夫子庙嘛,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,拜托…开车去南京夫子庙,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能不能到航去西安兵马俑,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能不能到航去西安兵马俑,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能不能导航去西安兵马俑，然后,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,呃…能不能导航去西安兵马俑,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能不能导航去西安兵马俑,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能不能导航去西安兵马俑,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能不能导航去西安兵马俑嘛,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,能不能导航去西安兵马俑哈,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我想去重庆洪·崖洞,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我想去·重庆洪崖洞,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我想去重庆洪崖洞，然后,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我想去重庆洪崖洞，呃,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我想去重庆洪崖洞,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,我想去重庆洪崖洞,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,诶…我想去重庆洪崖洞,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,嗯…我想去重庆洪崖洞,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去·武汉的户部巷怎么走,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去武汉的户部巷怎·么走,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去武汉的户部巷怎么走，呃,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去武汉的户部巷怎么走，劳驾,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去武汉的户部巷怎么走,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去武汉的户部巷怎么走,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,去武汉的户部巷怎么走呗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,那个啥…去武汉的户部巷怎么走,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导到长沙·橘子洲头,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导到长沙·橘子洲头,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,拜托啦…导到长沙橘子洲头,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导到长沙橘子洲头，麻烦你,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导到长沙橘子洲头,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导到长沙橘子洲头,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,导到长沙橘子洲头呗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,嗯…导到长沙橘子洲头,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,往厦门鼓浪屿方·向,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,往厦门鼓浪·屿方向,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,往厦门鼓浪屿方向，嗯,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,往厦门鼓浪屿方向，嗯,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,往厦门鼓浪屿方向,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,往厦门鼓浪屿方向,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,往厦门鼓浪屿方向咯,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,往厦门鼓浪屿方向呀,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,给我定个·去天津之眼的路线,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,给我定个·去天津之眼的路线,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,劳驾…给我定个去天津之眼的路线,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,就是…给我定个去天津之眼的路线,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,给我定个去天津之眼的路线,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,给我定个去天津之眼的路线,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,给我定个去天津之眼的路线呗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,嗯…给我定个去天津之眼的路线,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,想到杭州·雷峰塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,想·到杭州雷峰塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,想到杭州雷峰塔，然后,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,想到杭州雷峰塔，呃,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,想到杭州雷峰塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,想到杭州雷峰塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,那个啥…想到杭州雷峰塔,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,想到杭州雷峰塔呗,,,,NOISE,,,,,['NOISE'],,,导航_POI,
,带我去上海东方明珠,,,,CTX,,g1,,,['CTX_CONTINUATION'],,,导航_POI,1.0
,换成五月天的,,,,CTX,,g1,,,['CTX_CONTINUATION'],,,导航_POI,2.0
,我想去银行,,,,CTX,,g1,,,['DISAMBIG'],,,导航_POI,3.0
,去北京的天安门广场,,,,CTX,,g2,,,['CTX_CONTINUATION'],,,导航_POI,1.0
,换成五月天的,,,,CTX,,g2,,,['CTX_CONTINUATION'],,,导航_POI,2.0
,我想去银行,,,,CTX,,g2,,,['DISAMBIG'],,,导航_POI,3.0
,导航到西湖景区,,,,CTX,,g3,,,['CTX_CONTINUATION'],,,导航_POI,1.0
,换成五月天的,,,,CTX,,g3,,,['CTX_CONTINUATION'],,,导航_POI,2.0
,我想去银行,,,,CTX,,g3,,,['DISAMBIG'],,,导航_POI,3.0
,带我去深圳世界之窗,,,,CTX,,g4,,,['CTX_CONTINUATION'],,,导航_POI,1.0
,换成五月天的,,,,CTX,,g4,,,['CTX_CONTINUATION'],,,导航_POI,2.0
,我想去银行,,,,CTX,,g4,,,['DISAMBIG'],,,导航_POI,3.0
,去成都的宽窄巷子,,,,CTX,,g5,,,['CTX_CONTINUATION'],,,导航_POI,1.0
,换成五月天的,,,,CTX,,g5,,,['CTX_CONTINUATION'],,,导航_POI,2.0
,我想去银行,,,,CTX,,g5,,,['DISAMBIG'],,,导航_POI,3.0
,打开空·调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,打·开空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,打开空调，麻烦你,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,打开空调，然后,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,打开空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,打开空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,打开空调咯,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,嗯…打开空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开启空·调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开启·空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,拜托啦…开启空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,劳驾…开启空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开启空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开启空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,就是…开启空调,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开启空调哈,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,把·空调打开,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,把·空调打开,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,拜托啦…把空调打开,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,把空调打开，嗯,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,把空调打开,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,把空调打开,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,请问…把空调打开,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,把空调打开啦,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调请·开启,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调请·开启,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调请开启，请问一下,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调请开启，然后,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调请开启,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调请开启,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调请开启呀,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,那个啥…空调请开启,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开·空调吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开空·调吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开空调吧，就是,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开空调吧，麻烦你,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开空调吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开空调吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开空调吧啦,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,就是…开空调吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调能开·吗,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调能·开吗,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调能开吗，拜托啦,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,就是…空调能开吗,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调能开吗,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调能开吗,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,空调能开吗嘛,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,就是…空调能开吗,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开一下空调·吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,开一下空·调吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,然后…开一下空调吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
,呃…开一下空调吧,,,,NOISE,,,,,['NOISE'],,,车控_空调_开启,
